TIME,Pressão Média,Pressão Máxima,Pressão Mínima
2026-04-01 00:50:25,1012.31 hPa,1012.53 hPa,1012.11 hPa
2026-04-01 00:50:25,1012.31 hPa,1012.53 hPa,1012.11 hPa
2026-04-01 01:20:31,1012.53 hPa,1012.64 hPa,1012.41 hPa
2026-04-01 01:20:31,1012.53 hPa,1012.64 hPa,1012.41 hPa
2026-04-01 01:50:44,1012.42 hPa,1012.54 hPa,1012.30 hPa
2026-04-01 01:50:44,1012.42 hPa,1012.54 hPa,1012.30 hPa
2026-04-01 02:21:04,1012.14 hPa,1012.31 hPa,1012.01 hPa
2026-04-01 02:21:04,1012.14 hPa,1012.31 hPa,1012.01 hPa
2026-04-01 02:51:10,1012.01 hPa,1012.10 hPa,1011.91 hPa
2026-04-01 02:51:10,1012.01 hPa,1012.10 hPa,1011.91 hPa
2026-04-01 03:21:23,1011.93 hPa,1012.02 hPa,1011.81 hPa
2026-04-01 04:21:46,1011.69 hPa,1011.76 hPa,1011.57 hPa
2026-04-01 04:51:52,1011.50 hPa,1011.60 hPa,1011.40 hPa
2026-04-01 05:21:59,1011.54 hPa,1011.71 hPa,1011.37 hPa
2026-04-01 05:21:59,1011.54 hPa,1011.71 hPa,1011.37 hPa
2026-04-01 05:52:05,1011.81 hPa,1011.92 hPa,1011.65 hPa
2026-04-01 06:22:11,1012.02 hPa,1012.12 hPa,1011.90 hPa
2026-04-01 06:22:11,1012.02 hPa,1012.12 hPa,1011.90 hPa
2026-04-01 07:22:24,1012.44 hPa,1012.63 hPa,1012.26 hPa
2026-04-01 07:52:30,1012.95 hPa,1013.26 hPa,1012.67 hPa
2026-04-01 07:52:30,1012.95 hPa,1013.26 hPa,1012.67 hPa
2026-04-01 08:22:36,1013.54 hPa,1013.69 hPa,1013.27 hPa
2026-04-01 09:22:48,1014.10 hPa,1014.19 hPa,1014.01 hPa
2026-04-01 09:53:00,1014.14 hPa,1014.27 hPa,1014.04 hPa
2026-04-01 10:23:13,1014.17 hPa,1014.27 hPa,1014.11 hPa
2026-04-01 10:53:26,1014.26 hPa,1014.39 hPa,1014.16 hPa
2026-04-01 11:23:39,1014.25 hPa,1014.42 hPa,1014.16 hPa
2026-04-01 11:23:39,1014.25 hPa,1014.42 hPa,1014.16 hPa
2026-04-01 11:23:39,1014.25 hPa,1014.42 hPa,1014.16 hPa
2026-04-01 11:53:52,1014.17 hPa,1014.26 hPa,1014.10 hPa
2026-04-01 12:24:03,1014.16 hPa,1014.25 hPa,1014.07 hPa
2026-04-01 12:54:10,1014.12 hPa,1014.19 hPa,1014.07 hPa
2026-04-01 12:54:10,1014.12 hPa,1014.19 hPa,1014.07 hPa
2026-04-01 13:24:16,1013.74 hPa,1014.12 hPa,1013.44 hPa
2026-04-01 13:54:22,1013.45 hPa,1013.59 hPa,1013.16 hPa
2026-04-01 13:54:22,1013.45 hPa,1013.59 hPa,1013.16 hPa
2026-04-01 13:54:22,1013.45 hPa,1013.59 hPa,1013.16 hPa
2026-04-01 14:24:28,1012.94 hPa,1013.14 hPa,1012.66 hPa
2026-04-01 14:54:35,1012.25 hPa,1012.65 hPa,1011.92 hPa
2026-04-01 14:54:35,1012.25 hPa,1012.65 hPa,1011.92 hPa
2026-04-01 15:24:41,1011.72 hPa,1011.86 hPa,1011.64 hPa
2026-04-01 15:24:41,1011.72 hPa,1011.86 hPa,1011.64 hPa
2026-04-01 15:24:41,1011.72 hPa,1011.86 hPa,1011.64 hPa
2026-04-01 15:54:47,1011.43 hPa,1011.66 hPa,1011.23 hPa
2026-04-01 16:24:53,1011.12 hPa,1011.24 hPa,1011.06 hPa
2026-04-01 16:55:05,1011.15 hPa,1011.38 hPa,1011.05 hPa
2026-04-01 17:25:11,1011.48 hPa,1011.59 hPa,1011.38 hPa
2026-04-01 17:55:17,1011.62 hPa,1011.68 hPa,1011.56 hPa
2026-04-01 18:25:23,1011.57 hPa,1011.65 hPa,1011.51 hPa
2026-04-01 18:55:30,1011.75 hPa,1012.04 hPa,1011.54 hPa
2026-04-01 19:25:36,1012.18 hPa,1012.38 hPa,1011.99 hPa
2026-04-01 19:55:42,1012.48 hPa,1012.68 hPa,1012.37 hPa
2026-04-01 20:25:49,1012.74 hPa,1012.86 hPa,1012.63 hPa
2026-04-01 20:55:55,1013.00 hPa,1013.10 hPa,1012.86 hPa
2026-04-01 21:26:07,1013.31 hPa,1013.49 hPa,1013.06 hPa
2026-04-01 21:56:13,1013.67 hPa,1013.84 hPa,1013.50 hPa
2026-04-01 21:56:13,1013.67 hPa,1013.84 hPa,1013.50 hPa
2026-04-01 22:26:19,1013.96 hPa,1014.03 hPa,1013.87 hPa
2026-04-01 23:26:31,1013.98 hPa,1014.06 hPa,1013.92 hPa
2026-04-01 23:56:38,1013.84 hPa,1014.03 hPa,1013.73 hPa
2026-04-02 00:26:44,1013.71 hPa,1013.82 hPa,1013.63 hPa
2026-04-02 00:26:44,1013.71 hPa,1013.82 hPa,1013.63 hPa
2026-04-02 00:56:50,1013.76 hPa,1013.83 hPa,1013.65 hPa
2026-04-02 01:26:56,1013.57 hPa,1013.75 hPa,1013.37 hPa
2026-04-02 01:26:56,1013.57 hPa,1013.75 hPa,1013.37 hPa
2026-04-02 01:57:03,1013.31 hPa,1013.41 hPa,1013.13 hPa
2026-04-02 01:57:03,1013.31 hPa,1013.41 hPa,1013.13 hPa
2026-04-02 02:27:09,1013.09 hPa,1013.18 hPa,1013.03 hPa
2026-04-02 02:27:09,1013.09 hPa,1013.18 hPa,1013.03 hPa
2026-04-02 02:57:15,1013.11 hPa,1013.23 hPa,1013.04 hPa
2026-04-02 03:27:21,1013.23 hPa,1013.30 hPa,1013.18 hPa
2026-04-02 03:57:27,1013.34 hPa,1013.47 hPa,1013.24 hPa
2026-04-02 03:57:27,1013.34 hPa,1013.47 hPa,1013.24 hPa
2026-04-02 04:27:34,1013.56 hPa,1013.66 hPa,1013.48 hPa
2026-04-02 04:57:40,1013.41 hPa,1013.48 hPa,1013.33 hPa
2026-04-02 05:27:46,1013.60 hPa,1013.67 hPa,1013.51 hPa
2026-04-02 05:57:52,1013.78 hPa,1013.86 hPa,1013.63 hPa
2026-04-02 05:57:52,1013.78 hPa,1013.86 hPa,1013.63 hPa
2026-04-02 06:27:59,1013.88 hPa,1013.97 hPa,1013.80 hPa
2026-04-02 06:58:05,1014.19 hPa,1014.33 hPa,1013.97 hPa
2026-04-02 07:28:22,1014.27 hPa,1014.37 hPa,1014.20 hPa
2026-04-02 07:58:29,1014.40 hPa,1014.51 hPa,1014.34 hPa
2026-04-02 07:58:29,1014.40 hPa,1014.51 hPa,1014.34 hPa
2026-04-02 08:28:35,1014.65 hPa,1014.91 hPa,1014.50 hPa
2026-04-02 08:58:41,1014.93 hPa,1015.02 hPa,1014.84 hPa
2026-04-02 09:28:47,1015.23 hPa,1015.39 hPa,1014.97 hPa
2026-04-02 10:28:59,1015.69 hPa,1015.85 hPa,1015.58 hPa
2026-04-02 10:28:59,1015.69 hPa,1015.85 hPa,1015.58 hPa
2026-04-02 10:59:06,1015.94 hPa,1016.08 hPa,1015.83 hPa
2026-04-02 10:59:06,1015.94 hPa,1016.08 hPa,1015.83 hPa
2026-04-02 11:29:12,1016.09 hPa,1016.15 hPa,1016.02 hPa
2026-04-02 11:29:12,1016.09 hPa,1016.15 hPa,1016.02 hPa
2026-04-02 11:59:18,1016.12 hPa,1016.17 hPa,1016.06 hPa
2026-04-02 12:29:24,1016.05 hPa,1016.18 hPa,1015.86 hPa
2026-04-02 12:59:30,1015.71 hPa,1015.84 hPa,1015.60 hPa
2026-04-02 12:59:30,1015.71 hPa,1015.84 hPa,1015.60 hPa
2026-04-02 13:29:37,1015.42 hPa,1015.62 hPa,1015.13 hPa
2026-04-02 13:59:43,1015.01 hPa,1015.17 hPa,1014.84 hPa
2026-04-02 14:29:49,1014.59 hPa,1014.86 hPa,1014.39 hPa
2026-04-02 14:29:49,1014.59 hPa,1014.86 hPa,1014.39 hPa
2026-04-02 14:59:55,1014.29 hPa,1014.45 hPa,1014.13 hPa
2026-04-02 15:30:02,1013.92 hPa,1014.10 hPa,1013.77 hPa
2026-04-02 16:00:08,1013.64 hPa,1013.80 hPa,1013.47 hPa
2026-04-02 16:30:14,1013.50 hPa,1013.55 hPa,1013.43 hPa
2026-04-02 17:00:31,1013.55 hPa,1013.62 hPa,1013.45 hPa
2026-04-02 17:30:38,1013.56 hPa,1013.65 hPa,1013.45 hPa
2026-04-02 18:00:44,1013.51 hPa,1013.59 hPa,1013.44 hPa
2026-04-02 18:00:44,1013.51 hPa,1013.59 hPa,1013.44 hPa
2026-04-02 18:30:50,1013.45 hPa,1013.52 hPa,1013.40 hPa
2026-04-02 19:00:56,1013.52 hPa,1013.65 hPa,1013.42 hPa
2026-04-02 19:31:02,1013.75 hPa,1013.87 hPa,1013.63 hPa
2026-04-02 20:01:08,1014.00 hPa,1014.19 hPa,1013.85 hPa
2026-04-02 20:31:15,1014.42 hPa,1014.60 hPa,1014.21 hPa
2026-04-02 20:31:15,1014.42 hPa,1014.60 hPa,1014.21 hPa
2026-04-02 20:31:15,1014.42 hPa,1014.60 hPa,1014.21 hPa
2026-04-02 21:01:21,1014.84 hPa,1015.04 hPa,1014.60 hPa
2026-04-02 21:31:27,1015.16 hPa,1015.35 hPa,1015.03 hPa
2026-04-02 21:31:27,1015.16 hPa,1015.35 hPa,1015.03 hPa
2026-04-02 22:31:40,1015.66 hPa,1015.76 hPa,1015.54 hPa
2026-04-02 23:01:46,1015.60 hPa,1015.68 hPa,1015.45 hPa
2026-04-02 23:01:46,1015.60 hPa,1015.68 hPa,1015.45 hPa
2026-04-02 23:31:52,1015.47 hPa,1015.54 hPa,1015.40 hPa
2026-04-03 00:01:58,1015.40 hPa,1015.46 hPa,1015.35 hPa
2026-04-03 00:32:04,1015.48 hPa,1015.58 hPa,1015.37 hPa
2026-04-03 01:02:11,1015.59 hPa,1015.63 hPa,1015.52 hPa
2026-04-03 01:02:11,1015.59 hPa,1015.63 hPa,1015.52 hPa
2026-04-03 01:32:17,1015.42 hPa,1015.51 hPa,1015.39 hPa
2026-04-03 01:32:17,1015.42 hPa,1015.51 hPa,1015.39 hPa
2026-04-03 01:32:17,1015.42 hPa,1015.51 hPa,1015.39 hPa
2026-04-03 02:02:23,1015.42 hPa,1015.47 hPa,1015.38 hPa
2026-04-03 02:32:29,1015.36 hPa,1015.45 hPa,1015.28 hPa
2026-04-03 02:32:29,1015.36 hPa,1015.45 hPa,1015.28 hPa
2026-04-03 03:02:46,1015.22 hPa,1015.28 hPa,1015.13 hPa
2026-04-03 03:32:53,1015.11 hPa,1015.16 hPa,1015.06 hPa
2026-04-03 03:32:53,1015.11 hPa,1015.16 hPa,1015.06 hPa
2026-04-03 04:02:59,1015.08 hPa,1015.16 hPa,1015.04 hPa
2026-04-03 04:33:05,1015.10 hPa,1015.20 hPa,1015.05 hPa
2026-04-03 05:03:11,1015.20 hPa,1015.29 hPa,1015.13 hPa
2026-04-03 05:33:18,1015.28 hPa,1015.35 hPa,1015.24 hPa
2026-04-03 06:03:24,1015.58 hPa,1015.75 hPa,1015.34 hPa
2026-04-03 06:03:24,1015.58 hPa,1015.75 hPa,1015.34 hPa
2026-04-03 06:33:30,1015.85 hPa,1015.96 hPa,1015.74 hPa
2026-04-03 07:03:36,1016.10 hPa,1016.30 hPa,1015.94 hPa
2026-04-03 07:33:42,1016.48 hPa,1016.62 hPa,1016.29 hPa
2026-04-03 07:33:42,1016.48 hPa,1016.62 hPa,1016.29 hPa
2026-04-03 08:03:49,1016.73 hPa,1016.85 hPa,1016.63 hPa
2026-04-03 08:33:55,1016.96 hPa,1017.07 hPa,1016.83 hPa
2026-04-03 09:04:01,1017.17 hPa,1017.32 hPa,1017.07 hPa
2026-04-03 09:04:01,1017.17 hPa,1017.32 hPa,1017.07 hPa
2026-04-03 09:34:07,1017.40 hPa,1017.46 hPa,1017.33 hPa
2026-04-03 10:04:14,1017.47 hPa,1017.54 hPa,1017.39 hPa
2026-04-03 11:04:26,1017.70 hPa,1017.76 hPa,1017.66 hPa
2026-04-03 11:04:26,1017.70 hPa,1017.76 hPa,1017.66 hPa
2026-04-03 11:04:26,1017.70 hPa,1017.76 hPa,1017.66 hPa
2026-04-03 11:34:32,1017.64 hPa,1017.74 hPa,1017.59 hPa
2026-04-03 12:04:39,1017.50 hPa,1017.60 hPa,1017.41 hPa
2026-04-03 12:34:45,1017.29 hPa,1017.46 hPa,1017.12 hPa
2026-04-03 13:04:57,1016.98 hPa,1017.17 hPa,1016.82 hPa
2026-04-03 13:04:57,1016.98 hPa,1017.17 hPa,1016.82 hPa
2026-04-03 13:35:03,1016.67 hPa,1016.88 hPa,1016.54 hPa
2026-04-03 14:05:09,1016.42 hPa,1016.58 hPa,1016.31 hPa
2026-04-03 14:35:15,1016.17 hPa,1016.35 hPa,1015.96 hPa
2026-04-03 14:35:15,1016.17 hPa,1016.35 hPa,1015.96 hPa
2026-04-03 15:35:28,1015.42 hPa,1015.63 hPa,1015.28 hPa
2026-04-03 16:05:34,1015.19 hPa,1015.34 hPa,1015.04 hPa
2026-04-03 16:05:34,1015.19 hPa,1015.34 hPa,1015.04 hPa
2026-04-03 16:35:40,1015.07 hPa,1015.12 hPa,1015.03 hPa
2026-04-03 17:05:52,1015.03 hPa,1015.11 hPa,1014.98 hPa
2026-04-03 17:35:58,1014.98 hPa,1015.04 hPa,1014.92 hPa
2026-04-03 18:06:05,1015.03 hPa,1015.11 hPa,1014.98 hPa
2026-04-03 18:06:05,1015.03 hPa,1015.11 hPa,1014.98 hPa
2026-04-03 18:36:11,1014.94 hPa,1014.97 hPa,1014.90 hPa
2026-04-03 19:06:17,1015.12 hPa,1015.25 hPa,1014.96 hPa
2026-04-03 19:36:24,1015.42 hPa,1015.60 hPa,1015.28 hPa
2026-04-03 20:06:29,1015.59 hPa,1015.67 hPa,1015.53 hPa
2026-04-03 20:06:29,1015.59 hPa,1015.67 hPa,1015.53 hPa
2026-04-03 20:36:36,1015.73 hPa,1015.90 hPa,1015.64 hPa
2026-04-03 21:06:42,1015.96 hPa,1016.05 hPa,1015.87 hPa
2026-04-03 21:06:42,1015.96 hPa,1016.05 hPa,1015.87 hPa
2026-04-03 22:06:54,1016.53 hPa,1016.59 hPa,1016.45 hPa
2026-04-03 22:37:01,1016.69 hPa,1016.87 hPa,1016.59 hPa
2026-04-03 22:37:01,1016.69 hPa,1016.87 hPa,1016.59 hPa
2026-04-03 23:07:18,1016.89 hPa,1017.01 hPa,1016.80 hPa
2026-04-03 23:37:24,1016.94 hPa,1017.01 hPa,1016.86 hPa
2026-04-03 23:37:24,1016.94 hPa,1017.01 hPa,1016.86 hPa
2026-04-04 00:07:30,1016.83 hPa,1016.89 hPa,1016.78 hPa
2026-04-04 00:37:36,1016.85 hPa,1016.92 hPa,1016.80 hPa
2026-04-04 00:37:36,1016.85 hPa,1016.92 hPa,1016.80 hPa
2026-04-04 01:07:43,1016.72 hPa,1016.77 hPa,1016.68 hPa
2026-04-04 01:37:49,1016.75 hPa,1016.81 hPa,1016.71 hPa
2026-04-04 02:07:55,1016.60 hPa,1016.72 hPa,1016.44 hPa
2026-04-04 02:38:01,1016.32 hPa,1016.43 hPa,1016.20 hPa
2026-04-04 03:08:08,1016.26 hPa,1016.31 hPa,1016.23 hPa
2026-04-04 03:08:08,1016.26 hPa,1016.31 hPa,1016.23 hPa
2026-04-04 03:38:14,1016.31 hPa,1016.38 hPa,1016.23 hPa
2026-04-04 04:08:20,1016.15 hPa,1016.31 hPa,1016.01 hPa
2026-04-04 04:38:27,1015.94 hPa,1016.05 hPa,1015.84 hPa
2026-04-04 05:08:33,1015.88 hPa,1016.04 hPa,1015.75 hPa
2026-04-04 05:08:33,1015.88 hPa,1016.04 hPa,1015.75 hPa
2026-04-04 05:38:39,1016.01 hPa,1016.07 hPa,1015.94 hPa
2026-04-04 06:08:45,1016.07 hPa,1016.32 hPa,1015.91 hPa
2026-04-04 06:38:51,1016.50 hPa,1016.67 hPa,1016.35 hPa
2026-04-04 06:38:51,1016.50 hPa,1016.67 hPa,1016.35 hPa
2026-04-04 07:08:58,1016.67 hPa,1016.80 hPa,1016.63 hPa
2026-04-04 07:08:58,1016.67 hPa,1016.80 hPa,1016.63 hPa
2026-04-04 07:39:03,1017.02 hPa,1017.33 hPa,1016.77 hPa
2026-04-04 08:09:10,1017.43 hPa,1017.54 hPa,1017.30 hPa
2026-04-04 08:39:22,1017.65 hPa,1017.84 hPa,1017.47 hPa
2026-04-04 09:09:28,1017.95 hPa,1018.14 hPa,1017.81 hPa
2026-04-04 09:09:28,1017.95 hPa,1018.14 hPa,1017.81 hPa
2026-04-04 10:09:41,1018.49 hPa,1018.60 hPa,1018.36 hPa
2026-04-04 11:09:53,1018.42 hPa,1018.53 hPa,1018.30 hPa
2026-04-04 11:39:59,1018.30 hPa,1018.34 hPa,1018.26 hPa
2026-04-04 12:10:05,1018.21 hPa,1018.31 hPa,1018.11 hPa
2026-04-04 12:10:05,1018.21 hPa,1018.31 hPa,1018.11 hPa
2026-04-04 12:10:05,1018.21 hPa,1018.31 hPa,1018.11 hPa
2026-04-04 12:40:11,1018.07 hPa,1018.19 hPa,1017.94 hPa
2026-04-04 12:40:11,1018.07 hPa,1018.19 hPa,1017.94 hPa
2026-04-04 13:10:17,1017.90 hPa,1018.00 hPa,1017.84 hPa
2026-04-04 13:10:17,1017.90 hPa,1018.00 hPa,1017.84 hPa
2026-04-04 13:40:24,1017.61 hPa,1017.85 hPa,1017.40 hPa
2026-04-04 14:10:35,1017.24 hPa,1017.40 hPa,1017.03 hPa
2026-04-04 14:10:36,1017.24 hPa,1017.40 hPa,1017.03 hPa
2026-04-04 14:40:48,1016.86 hPa,1017.05 hPa,1016.67 hPa
2026-04-04 15:11:01,1016.52 hPa,1016.67 hPa,1016.38 hPa
2026-04-04 15:41:14,1016.12 hPa,1016.35 hPa,1015.88 hPa
2026-04-04 15:41:14,1016.12 hPa,1016.35 hPa,1015.88 hPa
2026-04-04 15:41:14,1016.12 hPa,1016.35 hPa,1015.88 hPa
2026-04-04 16:11:27,1015.67 hPa,1015.87 hPa,1015.47 hPa
2026-04-04 16:11:27,1015.67 hPa,1015.87 hPa,1015.47 hPa
2026-04-04 16:41:46,1015.31 hPa,1015.47 hPa,1015.16 hPa
2026-04-04 17:11:57,1015.06 hPa,1015.19 hPa,1014.94 hPa
2026-04-04 17:11:57,1015.06 hPa,1015.19 hPa,1014.94 hPa
2026-04-04 17:42:04,1015.04 hPa,1015.17 hPa,1014.97 hPa
2026-04-04 17:42:04,1015.04 hPa,1015.17 hPa,1014.97 hPa
2026-04-04 18:12:10,1015.08 hPa,1015.14 hPa,1015.03 hPa
2026-04-04 18:42:16,1015.15 hPa,1015.22 hPa,1015.07 hPa
2026-04-04 19:12:22,1015.20 hPa,1015.24 hPa,1015.17 hPa
2026-04-04 19:42:28,1015.36 hPa,1015.57 hPa,1015.19 hPa
2026-04-04 19:42:28,1015.36 hPa,1015.57 hPa,1015.19 hPa
2026-04-04 19:42:28,1015.36 hPa,1015.57 hPa,1015.19 hPa
2026-04-04 20:12:34,1015.71 hPa,1015.85 hPa,1015.58 hPa
2026-04-04 20:42:41,1016.03 hPa,1016.31 hPa,1015.89 hPa
2026-04-04 21:12:47,1016.56 hPa,1016.73 hPa,1016.30 hPa
2026-04-04 21:12:47,1016.56 hPa,1016.73 hPa,1016.30 hPa
2026-04-04 21:12:47,1016.56 hPa,1016.73 hPa,1016.30 hPa
2026-04-04 21:42:53,1016.77 hPa,1016.96 hPa,1016.62 hPa
2026-04-04 21:42:53,1016.77 hPa,1016.96 hPa,1016.62 hPa
2026-04-04 21:42:53,1016.77 hPa,1016.96 hPa,1016.62 hPa
2026-04-04 22:13:00,1017.08 hPa,1017.20 hPa,1016.97 hPa
2026-04-04 22:43:06,1017.02 hPa,1017.16 hPa,1016.95 hPa
2026-04-04 23:13:12,1016.89 hPa,1017.00 hPa,1016.83 hPa
2026-04-04 23:13:12,1016.89 hPa,1017.00 hPa,1016.83 hPa
2026-04-04 23:43:18,1016.85 hPa,1016.93 hPa,1016.78 hPa
2026-04-04 23:43:18,1016.85 hPa,1016.93 hPa,1016.78 hPa
2026-04-04 23:43:18,1016.85 hPa,1016.93 hPa,1016.78 hPa
2026-04-05 00:13:24,1016.70 hPa,1016.78 hPa,1016.59 hPa
2026-04-05 00:13:24,1016.70 hPa,1016.78 hPa,1016.59 hPa
2026-04-05 00:43:30,1016.69 hPa,1016.79 hPa,1016.59 hPa
2026-04-05 01:13:37,1016.67 hPa,1016.81 hPa,1016.51 hPa
2026-04-05 01:43:43,1016.41 hPa,1016.52 hPa,1016.32 hPa
2026-04-05 01:43:43,1016.41 hPa,1016.52 hPa,1016.32 hPa
2026-04-05 01:43:43,1016.41 hPa,1016.52 hPa,1016.32 hPa
2026-04-05 02:13:49,1016.30 hPa,1016.36 hPa,1016.26 hPa
2026-04-05 02:43:55,1016.29 hPa,1016.35 hPa,1016.23 hPa
2026-04-05 03:14:07,1016.28 hPa,1016.34 hPa,1016.20 hPa
2026-04-05 04:14:20,1016.05 hPa,1016.12 hPa,1016.00 hPa
2026-04-05 04:14:20,1016.05 hPa,1016.12 hPa,1016.00 hPa
2026-04-05 05:14:32,1016.28 hPa,1016.43 hPa,1016.10 hPa
2026-04-05 05:14:32,1016.28 hPa,1016.43 hPa,1016.10 hPa
2026-04-05 05:44:38,1016.39 hPa,1016.46 hPa,1016.32 hPa
2026-04-05 06:14:44,1016.66 hPa,1016.86 hPa,1016.44 hPa
2026-04-05 06:44:51,1016.99 hPa,1017.20 hPa,1016.83 hPa
2026-04-05 06:44:51,1016.99 hPa,1017.20 hPa,1016.83 hPa
2026-04-05 06:44:51,1016.99 hPa,1017.20 hPa,1016.83 hPa
2026-04-05 07:14:57,1017.21 hPa,1017.26 hPa,1017.17 hPa
2026-04-05 07:45:03,1017.26 hPa,1017.37 hPa,1017.20 hPa
2026-04-05 07:45:03,1017.26 hPa,1017.37 hPa,1017.20 hPa
2026-04-05 08:15:09,1017.41 hPa,1017.47 hPa,1017.34 hPa
2026-04-05 08:45:27,1017.48 hPa,1017.53 hPa,1017.43 hPa
2026-04-05 09:15:39,1017.52 hPa,1017.62 hPa,1017.46 hPa
2026-04-05 09:45:53,1017.56 hPa,1017.64 hPa,1017.50 hPa
2026-04-05 10:16:05,1017.49 hPa,1017.53 hPa,1017.46 hPa
2026-04-05 10:46:18,1017.42 hPa,1017.48 hPa,1017.37 hPa
2026-04-05 11:16:36,1017.36 hPa,1017.45 hPa,1017.29 hPa
2026-04-05 11:16:36,1017.36 hPa,1017.45 hPa,1017.29 hPa
2026-04-05 11:46:43,1017.30 hPa,1017.37 hPa,1017.19 hPa
2026-04-05 12:16:49,1017.11 hPa,1017.25 hPa,1016.99 hPa
2026-04-05 12:46:55,1017.04 hPa,1017.14 hPa,1016.92 hPa
2026-04-05 13:17:01,1016.83 hPa,1016.95 hPa,1016.73 hPa
2026-04-05 13:47:08,1016.52 hPa,1016.77 hPa,1016.35 hPa
2026-04-05 14:17:14,1016.14 hPa,1016.33 hPa,1015.95 hPa
2026-04-05 14:47:20,1015.79 hPa,1015.99 hPa,1015.58 hPa
2026-04-05 14:47:20,1015.79 hPa,1015.99 hPa,1015.58 hPa
2026-04-05 15:17:26,1015.30 hPa,1015.56 hPa,1015.15 hPa
2026-04-05 15:17:26,1015.30 hPa,1015.56 hPa,1015.15 hPa
2026-04-05 15:47:33,1015.04 hPa,1015.23 hPa,1014.81 hPa
2026-04-05 16:17:39,1014.66 hPa,1014.85 hPa,1014.59 hPa
2026-04-05 16:47:45,1014.53 hPa,1014.59 hPa,1014.48 hPa
2026-04-05 17:17:57,1014.27 hPa,1014.48 hPa,1014.14 hPa
2026-04-05 17:17:57,1014.27 hPa,1014.48 hPa,1014.14 hPa
2026-04-05 17:48:03,1014.09 hPa,1014.17 hPa,1014.01 hPa
2026-04-05 17:48:03,1014.09 hPa,1014.17 hPa,1014.01 hPa
2026-04-05 18:18:09,1014.21 hPa,1014.30 hPa,1014.11 hPa
2026-04-05 18:48:15,1014.38 hPa,1014.56 hPa,1014.26 hPa
2026-04-05 18:48:15,1014.38 hPa,1014.56 hPa,1014.26 hPa
2026-04-05 19:18:22,1014.59 hPa,1014.69 hPa,1014.52 hPa
2026-04-05 19:48:28,1014.80 hPa,1015.02 hPa,1014.66 hPa
2026-04-05 19:48:28,1014.80 hPa,1015.02 hPa,1014.66 hPa
2026-04-05 20:18:39,1015.17 hPa,1015.25 hPa,1015.04 hPa
2026-04-05 20:48:46,1015.38 hPa,1015.53 hPa,1015.23 hPa
2026-04-05 20:48:46,1015.38 hPa,1015.53 hPa,1015.23 hPa
2026-04-05 21:18:52,1015.43 hPa,1015.54 hPa,1015.39 hPa
2026-04-05 21:48:58,1015.67 hPa,1015.78 hPa,1015.53 hPa
2026-04-05 21:48:58,1015.67 hPa,1015.78 hPa,1015.53 hPa
2026-04-05 22:19:04,1015.82 hPa,1015.95 hPa,1015.71 hPa
2026-04-05 22:49:11,1015.97 hPa,1016.04 hPa,1015.91 hPa
2026-04-05 23:19:17,1015.94 hPa,1016.03 hPa,1015.89 hPa
2026-04-05 23:49:23,1015.91 hPa,1016.05 hPa,1015.78 hPa
2026-04-05 23:49:23,1015.91 hPa,1016.05 hPa,1015.78 hPa
2026-04-06 00:19:29,1015.79 hPa,1015.85 hPa,1015.73 hPa
2026-04-06 00:19:29,1015.79 hPa,1015.85 hPa,1015.73 hPa
2026-04-06 00:49:35,1015.72 hPa,1015.77 hPa,1015.68 hPa
2026-04-06 01:19:42,1015.65 hPa,1015.74 hPa,1015.61 hPa
2026-04-06 01:49:48,1015.65 hPa,1015.76 hPa,1015.54 hPa
2026-04-06 02:19:54,1015.61 hPa,1015.70 hPa,1015.57 hPa
2026-04-06 02:50:00,1015.48 hPa,1015.62 hPa,1015.36 hPa
2026-04-06 02:50:00,1015.48 hPa,1015.62 hPa,1015.36 hPa
2026-04-06 02:50:00,1015.48 hPa,1015.62 hPa,1015.36 hPa
2026-04-06 03:20:07,1015.37 hPa,1015.51 hPa,1015.25 hPa
2026-04-06 03:50:13,1015.46 hPa,1015.58 hPa,1015.37 hPa
2026-04-06 04:20:19,1015.49 hPa,1015.58 hPa,1015.41 hPa
2026-04-06 04:50:25,1015.66 hPa,1015.79 hPa,1015.51 hPa
2026-04-06 04:50:25,1015.66 hPa,1015.79 hPa,1015.51 hPa
2026-04-06 05:20:31,1015.67 hPa,1015.83 hPa,1015.60 hPa
2026-04-06 05:50:49,1015.85 hPa,1016.14 hPa,1015.65 hPa
2026-04-06 06:20:55,1016.23 hPa,1016.43 hPa,1016.07 hPa
2026-04-06 06:51:01,1016.52 hPa,1016.80 hPa,1016.40 hPa
2026-04-06 07:21:07,1016.93 hPa,1017.04 hPa,1016.78 hPa
2026-04-06 07:51:14,1017.21 hPa,1017.39 hPa,1016.92 hPa
2026-04-06 08:21:20,1017.47 hPa,1017.61 hPa,1017.32 hPa
2026-04-06 08:51:26,1017.58 hPa,1017.72 hPa,1017.49 hPa
2026-04-06 09:21:32,1017.65 hPa,1017.76 hPa,1017.57 hPa
2026-04-06 10:21:45,1017.84 hPa,1017.99 hPa,1017.72 hPa
2026-04-06 10:51:51,1017.75 hPa,1017.94 hPa,1017.60 hPa
2026-04-06 10:51:51,1017.75 hPa,1017.94 hPa,1017.60 hPa
2026-04-06 11:21:57,1017.48 hPa,1017.67 hPa,1017.27 hPa
2026-04-06 11:21:57,1017.48 hPa,1017.67 hPa,1017.27 hPa
2026-04-06 11:52:03,1017.12 hPa,1017.26 hPa,1017.03 hPa
